,safe_tweet,label,agreement
421,rt vital signs prevention shingles vaccine shown safe,1.0,0.6666666666666666
422,study hpv vaccine safe linked fainting skin infections,0.0,0.6666666666666666
423,baby boy got vaccine today cried little lollipop got whipped,1.0,0.6666666666666666
424,vaccinate children people thats fucking disgusting,1.0,1.0
425,hope immunizations date miami childrens museum pic,1.0,1.0
426,measles outbreak dland still good enough attendance raise ticket prices hahah oh,0.0,1.0
427,adopted baby full bred german shepherd owners didnt vaccinate got parvo said,0.0,1.0
428,imagine many people never vaccinated disease eu,0.0,0.6666666666666666
429,whats hockey players getting mumps arent supposed vaccines child counteract getting,1.0,0.6666666666666666
430,dont vaccinate kids wtf,-1.0,0.3333333333333333
431,nurse working iron masters degree w public health emphasis ask feel vaccinations,1.0,0.6666666666666666
432,number measles cases surges california wednesday state health department says,0.0,1.0
433,impacts stats health care laws reporting immunizations etc,0.0,1.0
434,concerns measles increase awareness immunization importance,1.0,1.0
435,dont vaccinate kids youre fuckin retard,1.0,1.0
436,andreaed said measles dont fucks,0.0,1.0
437,worst tweet vaccines protect babies discover answers pbs,1.0,0.6666666666666666
438,stop blaming first now diseasesbrought ancestors,0.0,0.6666666666666666
439,dont wanna go work today said little peggy ann mckay measles mumps rash gosh bumps,0.0,1.0
440,update boxer feinstein call end californias vaccine exemptions,0.0,0.6666666666666666
441,florida doh offers free backtoschool immunizations students dislike actually going back,1.0,0.6666666666666666
442,trombones sun bowl stadium university texas el paso,0.0,1.0
443,roald dahls heartbreaking take vaccines,0.0,0.6666666666666666
444,,0.0,1.0
445,fear free visits involve food mischief baby food gave vaccines,1.0,0.6666666666666666
446,uc system require measles shots,1.0,0.6666666666666666
447,hi im idiot parent didnt vaccinate kid think causes autism may paraphrasing,-1.0,0.3333333333333333
448,dont flying cars endemic measles back future one job,1.0,0.6666666666666666
449,youre really gonna let inject virus dont contract virus vaccines safe,-1.0,1.0
450,case reported details,0.0,1.0
451,ellen ur bitch u promote vaccination ur show u dam well unsafe dont work,-1.0,1.0
452,time,1.0,1.0
453,disappointingterrifying millennials surveyed believe vaccines cause autism,-1.0,0.3333333333333333
454,sell guns walmart dont vaccinate kids pertussis good strategy go extinct,1.0,1.0
455,loooking trusted mmr pro status member whos selling coins follow dm,0.0,1.0
456,vaccine weakened agent disease immune system learn fight body,1.0,1.0
457,everyone vaccine whos spreading risks looked,-1.0,0.6666666666666666
458,whats advice vaccine kids ltyr earlier mmr recd intl travel protect outbreak,0.0,0.6666666666666666
459,killed multiple times oregon trail game back elementary school dysentery,0.0,1.0
460,us fed judge upholds state law requiring vaccinations eliminating exemptions based parents stupid beliefs,1.0,0.6666666666666666
461,another outbreak measles cases double ebolastricken countries via,0.0,1.0
462,google measles asking nurse,0.0,1.0
463,vaccine injuries studied try lessen collateral damage stopping vaccination period kills magnitudes,1.0,1.0
464,vaccine may soon required kids nyc details next,0.0,0.6666666666666666
465,vaccinations mmr free noe cute sign,0.0,0.6666666666666666
466,measles far yay,0.0,1.0
467,tuberculosis exclusive clips forgotten plague,1.0,0.6666666666666666
468,large measles outbreak traced disneyland declared california health officials declared end,0.0,1.0
469,heard mmr morning,0.0,1.0
470,hangover disease u build immunity lol,0.0,1.0
471,people dumb often people dont vaccinate kids,1.0,1.0
472,still say damn measles brought socalled children central america obama told come,0.0,0.6666666666666666
473,health dept warns super bowl visitors may exposed measles yikes,0.0,1.0
474,either measles died idk send snacks pls,0.0,1.0
475,lesson learned vaccinate kids,1.0,0.6666666666666666
476,mmr carnival yr old a year old ride rides learning church encourages tweeting shitty carnival priceless,0.0,1.0
477,trying win back kids trust surprised vaccinations afternoon molly,1.0,1.0
478,respect ur religious beliefs jeopardize safety herd immunity stop,1.0,0.6666666666666666
479,amnews hiv vaccine reality bill gates million people died disease bill gates,1.0,0.6666666666666666
480,parents dont vaccinate kids table open discussion pt measles today btw smdh,0.0,0.6666666666666666
481,free backtoschool immunizations irving dallas,1.0,0.6666666666666666
482,whats worse getting measles shot going hospital,0.0,0.6666666666666666
483,vaccinate damn children pls,1.0,1.0
484,measles cases surging vaccination rates dropping via bc people stupid,1.0,0.6666666666666666
485,disneyland measles outbreak includes traveler grays harbor teen least people confirmed,0.0,1.0
486,sb engross volunteer immunity providing exemption liability certain acts effective date,0.0,0.6666666666666666
487,jim carey jenny mccarthy cause st confirmed measles death us years thanks,1.0,0.6666666666666666
488,good back,0.0,0.6666666666666666
489,parents refuse vaccinate kids measles think tomorrowuser,1.0,0.6666666666666666
490,health department offers hepatitis vaccinations patrons southpark restaurant mecklenburg county health,0.0,0.6666666666666666
491,bumps chin sucking dick measles,0.0,1.0
492,conn expanding childhood vaccination program hartford conn ap connecticut department public health,0.0,0.6666666666666666
493,columbia health department plans holding community clinics long type vaccination,0.0,0.6666666666666666
494,autism amp relation use fetal cells vaccines please note,-1.0,0.6666666666666666
495,study link mmr vaccine autism new study finds measlesmumpsrubella vaccination commonly,1.0,1.0
496,dont vaccinate kids jesus going teach daughter twerk,1.0,1.0
497,school immunization requirements different issue,0.0,1.0
498,mmmmmhmmmm sick kids kids tried immunize flu shot nooooooooo,1.0,1.0
499,really dont nonsense child save may,1.0,1.0
500,silly hollywood logic vaccines bad amp dangerous kids botox ok,1.0,1.0
501,dr reveals truth vaccines,-1.0,0.6666666666666666
502,proudly stand general decency children vaccinated,1.0,1.0
503,scary measles,0.0,1.0
504,yuppers matter much data put front will vaccinate child value life,1.0,1.0
505,come refuse vaccinate child dog,0.0,1.0
506,cdc recommends getting vaccinated viruses spreading season different,1.0,1.0
507,babies kinds immunization shots shame dont one keep becoming teenagers attitude,1.0,1.0
508,really bad news public health chris christie makes vaccine issue partisan,1.0,0.6666666666666666
509,measles shots,1.0,0.6666666666666666
510,sick pneumonia hn measles rtuser came w sick idea,0.0,0.6666666666666666
511,expenditure money comparable capital crime doesnt rfk jr vaccine lies spread something,-1.0,0.3333333333333333
512,im subscribing panic du jour now measles remember ebola,0.0,1.0
513,aids n hiv new vaccine boosts bodys immunity lead cure disease researchers said,1.0,1.0
514,ask doc called measles,0.0,0.6666666666666666
515,people aware majority kids got measles disneyland unvaccinated means ur vaxx kids danger stfu,0.0,0.6666666666666666
516,mmr school opening hours late cares begins,0.0,1.0
517,vaccine preventable deaths gun preventable death,1.0,1.0
518,infowars pictures presents mmr measles mumps ruebella coming soon firstworld country near,0.0,0.6666666666666666
519,vaccinate children amp stop spread measles protect kids,1.0,1.0
520,sa health agency disagrees w da nico lahood says vaccines dont cause autism via mysa,1.0,0.6666666666666666
521,dont vaccinate kids trendy amp arent fully informed putting child danger,1.0,0.6666666666666666
522,couple work turn myriad forms kids school vaccination watched illegals waved thru forms needed,1.0,0.6666666666666666
523,even vaccines caused autism dont rather child autism dead child guys act autism,1.0,1.0
524,circumcising ear piercing parental choices vaccinating children shouldnt choice affects health others,1.0,1.0
525,wa currently allows vaccine exemptions medical personal religious beliefs might removed ill explain,-1.0,0.6666666666666666
526,measles spreading antivaccine movement cause,1.0,1.0
527,supposed argue childhood immunizations thats opinion save lives people dont understand,1.0,1.0
528,crazy diseases happen cause mfk owns medical vaccine companies make hella money insurance people aint tryna doe hustle,-1.0,0.3333333333333333
529,measles polio plotting demise speak,0.0,0.6666666666666666
530,important questions b measles affect pregnancies,0.0,1.0
531,comes immunizations original argument thing,0.0,0.6666666666666666
532,dont vaccinate children preventable diseases whatever reason youre danger us,1.0,1.0
533,today feed selling twitter fame cancer cures amp vaccine injury lawsuits need lot coffee wade much bullshit,0.0,0.6666666666666666
534,getting four month vaccines want kids chance,1.0,1.0
535,dont deserve k mmr,0.0,1.0
536,hb new health immunizations exemptions immunization requirements modify require use forms c,0.0,1.0
537,people walking around without damn mmr thats want hazmat suit,-1.0,0.3333333333333333
538,measles health alert california due unvaccinated child riverside county,0.0,0.6666666666666666
539,still lovin disney measles free disney california adventure,0.0,1.0
540,agree parents vaccinate children,1.0,1.0
541,second occurrence read vaccines harming children syria intentional contamination question,-1.0,0.6666666666666666
542,wondering caught flu cdc says years flu vaccine percent effective,0.0,0.6666666666666666
543,search vaccine optout rates texas schools districts,-1.0,0.3333333333333333
544,parents choose vaccinate children put rest us risk measles real amp dangerous seniors havent,1.0,1.0
545,great read ill take measles,1.0,0.6666666666666666
546,science ok super complex war machines waste childrens health insurance chip vaccines,0.0,0.6666666666666666
547,spoke san marco rotary club gift donation rethreadeds name allowing kids polio vaccines,1.0,1.0
548,majority americans vaccines kids overseas travel business offer free vaccines workers,1.0,0.6666666666666666
549,unleash inner thundercat madhatterdc,0.0,1.0
550,im following cdc schedule believe many vaccines necessary public safety,1.0,1.0
551,year almost people states infected measles,0.0,0.6666666666666666
552,measles camarillo amp everyones freaking thanks disneyland,0.0,1.0
553,antivaccination movement contributing year high measles outbreak washington sixtyeight,1.0,0.6666666666666666
554,health officials reminding residents dangers vaccinating kids,1.0,1.0
555,ran help vaccinate children worldwide running makes everyone happy,1.0,1.0
556,look weve become bunch little kids immatureselfishstupid little kids fighting boost egotistical immunity,0.0,1.0
557,average people complain live longer releasing tension increases immunity boosts health,0.0,1.0
558,measles outbreak vaccinate kids find new doctor pediatrician says,1.0,0.6666666666666666
559,protecting infants people chose vaccinate lesser access,1.0,0.6666666666666666
560,initially clicked led link pregnant girl decided vaccinate baby,0.0,0.6666666666666666
561,guessed rt conservatives likely believe vaccines cause autism,0.0,0.6666666666666666
562,crooks u dont spend money u leave measles,0.0,1.0
563,student filmmakers find drawn vaccineautism fray student filmmakers fro,0.0,1.0
564,given flu experiencing complete muscle,-1.0,1.0
565,progressive liberalism disease barack obama may vaccination certainly stimulated liberty loving immune system,0.0,0.6666666666666666
566,acip updates guidelines preventing measles mumps rubella,0.0,0.6666666666666666
